X,Y,温升
3,-2.88888889,0.0347263266
-3,-2.77777778,0.131248332
-2.88888889,-2.77777778,0.185007393
-2.77777778,-2.77777778,0.254431776
-2.66666667,-2.77777778,0.341383951
-2.55555556,-2.77777778,0.446897228
-2.44444444,-2.77777778,0.570780905
-2.33333333,-2.77777778,0.711269693
-2.22222222,-2.77777778,0.864789003
-2.11111111,-2.77777778,1.02590623
-2,-2.77777778,1.18752118
-1.88888889,-2.77777778,1.34131625
-1.77777778,-2.77777778,1.47844341
-1.66666667,-2.77777778,1.59037797
-1.55555556,-2.77777778,1.66982932
-1.44444444,-2.77777778,1.71157625
-1.33333333,-2.77777778,1.71309586
-1.22222222,-2.77777778,1.67488255
-1.11111111,-2.77777778,1.60040291
-1,-2.77777778,1.49569244
-0.888888889,-2.77777778,1.36865975
-0.777777778,-2.77777778,1.2282092
-0.666666667,-2.77777778,1.08331576
-0.555555556,-2.77777778,0.942182361
-0.444444444,-2.77777778,0.81158369
-0.333333333,-2.77777778,0.696458261
-0.222222222,-2.77777778,0.599763703
-0.111111111,-2.77777778,0.522568181
0,-2.77777778,0.464321036
0.111111111,-2.77777778,0.423231586
0.222222222,-2.77777778,0.396685823
0.333333333,-2.77777778,0.381642918
0.444444444,-2.77777778,0.374971833
0.555555556,-2.77777778,0.373707854
0.666666667,-2.77777778,0.37522568
0.777777778,-2.77777778,0.377337502
0.888888889,-2.77777778,0.378330961
1,-2.77777778,0.376963591
1.11111111,-2.77777778,0.372428911
1.22222222,-2.77777778,0.364306119
1.33333333,-2.77777778,0.352501864
1.44444444,-2.77777778,0.337189478
1.55555556,-2.77777778,0.318748831
1.66666667,-2.77777778,0.297708688
1.77777778,-2.77777778,0.274692785
1.88888889,-2.77777778,0.250370674
2,-2.77777778,0.225414318
2.11111111,-2.77777778,0.200461426
2.22222222,-2.77777778,0.176086272
2.33333333,-2.77777778,0.152778517
2.44444444,-2.77777778,0.130930074
2.55555556,-2.77777778,0.110829639
2.66666667,-2.77777778,0.0926640556
2.77777778,-2.77777778,0.0765253457
2.88888889,-2.77777778,0.0624220136
3,-2.77777778,0.0502931289
-3,-2.66666667,0.192439934
-2.88888889,-2.66666667,0.271262331
-2.77777778,-2.66666667,0.373052969
-2.66666667,-2.66666667,0.500542189
-2.55555556,-2.66666667,0.65524436
-2.44444444,-2.66666667,0.836878882
-2.33333333,-2.66666667,1.04285608
-2.22222222,-2.66666667,1.26793298
-2.11111111,-2.66666667,1.50414181
-2,-2.66666667,1.74106911
-1.88888889,-2.66666667,1.96651578
-1.77777778,-2.66666667,2.16750431
-1.66666667,-2.66666667,2.33153057
-1.55555556,-2.66666667,2.44789925
-1.44444444,-2.66666667,2.50894872
-1.33333333,-2.66666667,2.51097323
-1.22222222,-2.66666667,2.45469096
-1.11111111,-2.66666667,2.34517809
-1,-2.66666667,2.19127791
-0.888888889,-2.66666667,2.00458101
-0.777777778,-2.66666667,1.79813942
-0.666666667,-2.66666667,1.5851106
-0.555555556,-2.66666667,1.37752251
-0.444444444,-2.66666667,1.18531189
-0.333333333,-2.66666667,1.01572661
-0.222222222,-2.66666667,0.873113658
-0.111111111,-2.66666667,0.759053301
0,-2.66666667,0.672755726
0.111111111,-2.66666667,0.611616024
0.222222222,-2.66666667,0.571824494
0.333333333,-2.66666667,0.548947095
0.444444444,-2.66666667,0.538417886
0.555555556,-2.66666667,0.535913939
0.666666667,-2.66666667,0.537607839
0.777777778,-2.66666667,0.540310274
0.888888889,-2.66666667,0.54152461
1,-2.66666667,0.539437909
1.11111111,-2.66666667,0.532870662
1.22222222,-2.66666667,0.521202856
1.33333333,-2.66666667,0.50428878
1.44444444,-2.66666667,0.482368446
1.55555556,-2.66666667,0.455980257
1.66666667,-2.66666667,0.425877554
1.77777778,-2.66666667,0.392950784
1.88888889,-2.66666667,0.358156701
2,-2.66666667,0.322455973
2.11111111,-2.66666667,0.286760527
2.22222222,-2.66666667,0.251891699
2.33333333,-2.66666667,0.218549866
2.44444444,-2.66666667,0.187295618
2.55555556,-2.66666667,0.158541913
2.66666667,-2.66666667,0.132556023
2.77777778,-2.66666667,0.109469581
2.88888889,-2.66666667,0.0892947498
3,-2.66666667,0.0719443684
-3,-2.55555556,0.275282377
-2.88888889,-2.55555556,0.388036168
-2.77777778,-2.55555556,0.533645196
-2.66666667,-2.55555556,0.716014839
-2.55555556,-2.55555556,0.937310895
-2.44444444,-2.55555556,1.19713128
-2.33333333,-2.55555556,1.49177053
-2.22222222,-2.55555556,1.8137274
-2.11111111,-2.55555556,2.15160246
-2,-2.55555556,2.49049734
-1.88888889,-2.55555556,2.8129589
-1.77777778,-2.55555556,3.10041999
-1.66666667,-2.55555556,3.33499014
-1.55555556,-2.55555556,3.50136594
-1.44444444,-2.55555556,3.5885832
-1.33333333,-2.55555556,3.59133628
-1.22222222,-2.55555556,3.51064782
-1.11111111,-2.55555556,3.35377455
-1,-2.55555556,3.13336235
-0.888888889,-2.55555556,2.86598773
-0.777777778,-2.55555556,2.57031874
-0.666666667,-2.55555556,2.2651756
-0.555555556,-2.55555556,1.96776453
-0.444444444,-2.55555556,1.6923024
-0.333333333,-2.55555556,1.44916194
-0.222222222,-2.55555556,1.24456881
-0.111111111,-2.55555556,1.08079345
0,-2.55555556,0.956718388
0.111111111,-2.55555556,0.868631829
0.222222222,-2.55555556,0.811100225
0.333333333,-2.55555556,0.777797955
0.444444444,-2.55555556,0.762210976
0.555555556,-2.55555556,0.758172265
0.666666667,-2.55555556,0.760222126
0.777777778,-2.55555556,0.763811295
0.888888889,-2.55555556,0.765378258
1,-2.55555556,0.762335811
1.11111111,-2.55555556,0.752998777
1.22222222,-2.55555556,0.736478116
1.33333333,-2.55555556,0.71255918
1.44444444,-2.55555556,0.681575387
1.55555556,-2.55555556,0.644283869
1.66666667,-2.55555556,0.60174686
1.77777778,-2.55555556,0.555221215
1.88888889,-2.55555556,0.50605803
2,-2.55555556,0.455614262
2.11111111,-2.55555556,0.405178194
2.22222222,-2.55555556,0.355910212
2.33333333,-2.55555556,0.308799853
2.44444444,-2.55555556,0.264639173
2.55555556,-2.55555556,0.224011645
2.66666667,-2.55555556,0.187294903
2.77777778,-2.55555556,0.154674936
2.88888889,-2.55555556,0.126168928
3,-2.55555556,0.101653724
-3,-2.44444444,0.384187506
-2.88888889,-2.44444444,0.541548097
-2.77777778,-2.44444444,0.744761866
-2.66666667,-2.44444444,0.999279206
-2.55555556,-2.44444444,1.30812273
-2.44444444,-2.44444444,1.67073128
-2.33333333,-2.44444444,2.08193349
-2.22222222,-2.44444444,2.5312605
-2.11111111,-2.44444444,3.00280312
-2,-2.44444444,3.47576903
-1.88888889,-2.44444444,3.9258004
-1.77777778,-2.44444444,4.32698466
-1.66666667,-2.44444444,4.65435367
-1.55555556,-2.44444444,4.88654981
-1.44444444,-2.44444444,5.0082713
-1.33333333,-2.44444444,5.01211353
-1.22222222,-2.44444444,4.89950371
-1.11111111,-2.44444444,4.68056944
-1,-2.44444444,4.37295943
-0.888888889,-2.44444444,3.99980808
-0.777777778,-2.44444444,3.58716876
-0.666666667,-2.44444444,3.16130721
-0.555555556,-2.44444444,2.74623663
-0.444444444,-2.44444444,2.36179825
-0.333333333,-2.44444444,2.02246841
-0.222222222,-2.44444444,1.73693569
-0.111111111,-2.44444444,1.50836877
0,-2.44444444,1.33520807
0.111111111,-2.44444444,1.21227337
0.222222222,-2.44444444,1.13198155
0.333333333,-2.44444444,1.08550449
0.444444444,-2.44444444,1.06375111
0.555555556,-2.44444444,1.05811463
0.666666667,-2.44444444,1.06097544
0.777777778,-2.44444444,1.06598453
0.888888889,-2.44444444,1.06817141
1,-2.44444444,1.06392533
1.11111111,-2.44444444,1.05089445
1.22222222,-2.44444444,1.02783801
1.33333333,-2.44444444,0.994456446
1.44444444,-2.44444444,0.951215079
1.55555556,-2.44444444,0.899170573
1.66666667,-2.44444444,0.839805395
1.77777778,-2.44444444,0.774873627
1.88888889,-2.44444444,0.706260874
2,-2.44444444,0.635860926
2.11111111,-2.44444444,0.565471722
2.22222222,-2.44444444,0.496712715
2.33333333,-2.44444444,0.430964912
2.44444444,-2.44444444,0.369333718
2.55555556,-2.44444444,0.312633436
2.66666667,-2.44444444,0.261391094
2.77777778,-2.44444444,0.215866263
2.88888889,-2.44444444,0.176082924
3,-2.44444444,0.1418692
-3,-2.33333333,0.523105976
-2.88888889,-2.33333333,0.737367465
-2.77777778,-2.33333333,1.01406311
-2.66666667,-2.33333333,1.36061474
-2.55555556,-2.33333333,1.78113884
-2.44444444,-2.33333333,2.27487266
-2.33333333,-2.33333333,2.83477673
-2.22222222,-2.33333333,3.44659918
-2.11111111,-2.33333333,4.08868135
-2,-2.33333333,4.73271651
-1.88888889,-2.33333333,5.34554411
-1.77777778,-2.33333333,5.89188758
-1.66666667,-2.33333333,6.33775718
-1.55555556,-2.33333333,6.65408006
-1.44444444,-2.33333333,6.82002972
-1.33333333,-2.33333333,6.8255329
-1.22222222,-2.33333333,6.67254183
-1.11111111,-2.33333333,6.374855
-1,-2.33333333,5.95651092
-0.888888889,-2.33333333,5.44901614
-0.777777778,-2.33333333,4.88784972
-0.666666667,-2.33333333,4.30877735
-0.555555556,-2.33333333,3.7444944
-0.444444444,-2.33333333,3.22201178
-0.333333333,-2.33333333,2.76103119
-0.222222222,-2.33333333,2.37336899
-0.111111111,-2.33333333,2.0633208
0,-2.33333333,1.82873966
0.111111111,-2.33333333,1.66254472
0.222222222,-2.33333333,1.55438013
0.333333333,-2.33333333,1.49219291
0.444444444,-2.33333333,1.46357156
0.555555556,-2.33333333,1.45676512
0.666666667,-2.33333333,1.46136962
0.777777778,-2.33333333,1.4687156
0.888888889,-2.33333333,1.47201651
1,-2.33333333,1.46634427
1.11111111,-2.33333333,1.44849264
1.22222222,-2.33333333,1.41677625
1.33333333,-2.33333333,1.37079903
1.44444444,-2.33333333,1.31121338
1.55555556,-2.33333333,1.23948285
1.66666667,-2.33333333,1.15765522
1.77777778,-2.33333333,1.06815098
1.88888889,-2.33333333,0.973570852
2,-2.33333333,0.876526212
2.11111111,-2.33333333,0.779495929
2.22222222,-2.33333333,0.684712628
2.33333333,-2.33333333,0.594080128
2.44444444,-2.33333333,0.509122274
2.55555556,-2.33333333,0.430961602
2.66666667,-2.33333333,0.360324628
2.77777778,-2.33333333,0.297569172
2.88888889,-2.33333333,0.242728296
3,-2.33333333,0.195565069
-3,-2.22222222,0.694892987
-2.88888889,-2.22222222,0.979519803
-2.77777778,-2.22222222,1.3470865
-2.66666667,-2.22222222,1.80745393
-2.55555556,-2.22222222,2.36609293
-2.44444444,-2.22222222,3.02199382
-2.33333333,-2.22222222,3.76581032
-2.22222222,-2.22222222,4.57861677
-2.11111111,-2.22222222,5.43165034
-2,-2.22222222,6.28731908
-1.88888889,-2.22222222,7.10158556
-1.77777778,-2.22222222,7.82760395
-1.66666667,-2.22222222,8.42024033
-1.55555556,-2.22222222,8.8408947
-1.44444444,-2.22222222,9.06192345
-1.33333333,-2.22222222,9.06996898
-1.22222222,-2.22222222,8.867649
-1.11111111,-2.22222222,8.47331728
-1,-2.22222222,7.91892874
-0.888888889,-2.22222222,7.24635541
-0.777777778,-2.22222222,6.5027414
-0.666666667,-2.22222222,5.73560452
-0.555555556,-2.22222222,4.98837514
-0.444444444,-2.22222222,4.29692177
-0.333333333,-2.22222222,3.68739133
-0.222222222,-2.22222222,3.17544296
-0.111111111,-2.22222222,2.76673204
0,-2.22222222,2.45834311
0.111111111,-2.22222222,2.24079542
0.222222222,-2.22222222,2.10024914
0.333333333,-2.22222222,2.02060463
0.444444444,-2.22222222,1.98528464
0.555555556,-2.22222222,1.97859251
0.666666667,-2.22222222,1.98662863
0.777777778,-2.22222222,1.99780965
0.888888889,-2.22222222,2.00306951
1,-2.22222222,1.99582998
1.11111111,-2.22222222,1.97182117
1.22222222,-2.22222222,1.92881512
1.33333333,-2.22222222,1.86631761
1.44444444,-2.22222222,1.78524634
1.55555556,-2.22222222,1.68761251
1.66666667,-2.22222222,1.57621569
1.77777778,-2.22222222,1.45435822
1.88888889,-2.22222222,1.32558504
2,-2.22222222,1.19345387
2.11111111,-2.22222222,1.06134102
2.22222222,-2.22222222,0.932287013
2.33333333,-2.22222222,0.808884336
2.44444444,-2.22222222,0.693207975
2.55555556,-2.22222222,0.586786424
2.66666667,-2.22222222,0.49060892
2.77777778,-2.22222222,0.405162682
2.88888889,-2.22222222,0.33049273
3,-2.22222222,0.266276471
-3,-2.11111111,0.900592568
-2.88888889,-2.11111111,1.26947806
-2.77777778,-2.11111111,1.74585996
-2.66666667,-2.11111111,2.34252145
-2.55555556,-2.11111111,3.06655787
-2.44444444,-2.11111111,3.91666783
-2.33333333,-2.11111111,4.88074821
-2.22222222,-2.11111111,5.9342842
-2.11111111,-2.11111111,7.04001567
-2,-2.11111111,8.14924416
-1.88888889,-2.11111111,9.20492253
-1.77777778,-2.11111111,10.1463689
-1.66666667,-2.11111111,10.9151251
-1.55555556,-2.11111111,11.4612055
-1.44444444,-2.11111111,11.7488282
-1.33333333,-2.11111111,11.7607292
-1.22222222,-2.11111111,11.5003498
-1.11111111,-2.11111111,10.9915248
-1,-2.11111111,10.2757127
-0.888888889,-2.11111111,9.40721814
-0.777777778,-2.11111111,8.44716814
-0.666666667,-2.11111111,7.45716015
-0.555555556,-2.11111111,6.49347639
-0.444444444,-2.11111111,5.60257754
-0.333333333,-2.11111111,4.81830074
-0.222222222,-2.11111111,4.16086489
-0.111111111,-2.11111111,3.63749742
0,-2.11111111,3.24429261
0.111111111,-2.11111111,2.96881383
0.222222222,-2.11111111,2.7929577
0.333333333,-2.11111111,2.69568142
0.444444444,-2.11111111,2.65532049
0.555555556,-2.11111111,2.65135798
0.666666667,-2.11111111,2.66562135
0.777777778,-2.11111111,2.68296439
0.888888889,-2.11111111,2.69153541
1,-2.11111111,2.68274527
1.11111111,-2.11111111,2.65103851
1.22222222,-2.11111111,2.59354957
1.33333333,-2.11111111,2.50970191
1.44444444,-2.11111111,2.40078718
1.55555556,-2.11111111,2.26954643
1.66666667,-2.11111111,2.11976678
1.77777778,-2.11111111,1.9559026
1.88888889,-2.11111111,1.78272886
2,-2.11111111,1.60503441
2.11111111,-2.11111111,1.42736225
2.22222222,-2.11111111,1.25380263
2.33333333,-2.11111111,1.08784274
2.44444444,-2.11111111,0.932273456
2.55555556,-2.11111111,0.789150552
2.66666667,-2.11111111,0.659804492
2.77777778,-2.11111111,0.544890548
2.88888889,-2.11111111,0.444469283
3,-2.11111111,0.358106856
-3,-2,1.13873212
-2.88888889,-2,1.6051683
-2.77777778,-2,2.20753437
-2.66666667,-2,2.96199975
-2.55555556,-2,3.87754477
-2.44444444,-2,4.95253653
-2.33333333,-2,6.17168887
-2.22222222,-2,7.50402776
-2.11111111,-2,8.90247037
-2,-2,10.3054787
-1.88888889,-2,11.6409668
-1.77777778,-2,12.8322617
-1.66666667,-2,13.8055108
-1.55555556,-2,14.4975827
-1.44444444,-2,14.8633125
-1.33333333,-2,14.8809548
-1.22222222,-2,14.5549468
-1.11111111,-2,13.9155103
-1,-2,13.0151446
-0.888888889,-2,11.9225804
-0.777777778,-2,10.7151568
-0.666666667,-2,9.47078306
-0.555555556,-2,8.26061635
-0.444444444,-2,7.14335783
-0.333333333,-2,6.16170463
-0.222222222,-2,5.34108894
-0.111111111,-2,4.69046972
0,-2,4.20468447
0.111111111,-2,3.86774498
0.222222222,-2,3.65646739
0.333333333,-2,3.54393236
0.444444444,-2,3.50242973
0.555555556,-2,3.50571135
0.666666667,-2,3.53052062
0.777777778,-2,3.55747034
0.888888889,-2,3.57139556
1,-2,3.56132386
1.11111111,-2,3.5201928
1.22222222,-2,3.4444176
1.33333333,-2,3.33338195
1.44444444,-2,3.18889907
1.55555556,-2,3.01467154
1.66666667,-2,2.81576759
1.77777778,-2,2.59812646
1.88888889,-2,2.36810383
2,-2,2.13206817
2.11111111,-2,1.89605808
2.22222222,-2,1.66550896
2.33333333,-2,1.4450541
2.44444444,-2,1.23840132
2.55555556,-2,1.04828169
2.66666667,-2,0.876462683
2.77777778,-2,0.723814783
2.88888889,-2,0.590418467
3,-2,0.475697446
-3,-1.88888889,1.40474803
-2.88888889,-1.88888889,1.98016
-2.77777778,-1.88888889,2.7232703
-2.66666667,-1.88888889,3.65403536
-2.55555556,-1.88888889,4.7835478
-2.44444444,-1.88888889,6.1098138
-2.33333333,-1.88888889,7.61400451
-2.22222222,-1.88888889,9.25794777
-2.11111111,-1.88888889,10.9836106
-2,-1.88888889,12.7151404
-1.88888889,-1.88888889,14.3636864
-1.77777778,-1.88888889,15.8347533
-1.66666667,-1.88888889,17.0373394
-1.55555556,-1.88888889,17.8936824
-1.44444444,-1.88888889,18.3481946
-1.33333333,-1.88888889,18.3741871
-1.22222222,-1.88888889,17.9772738
-1.11111111,-1.88888889,17.194874
-1,-1.88888889,16.0918788
-0.888888889,-1.88888889,14.7531832
-0.777777778,-1.88888889,13.2742724
-0.666666667,-1.88888889,11.7512947
-0.555555556,-1.88888889,10.2720179
-0.444444444,-1.88888889,8.90878297
-0.333333333,-1.88888889,7.71411896
-0.222222222,-1.88888889,6.71918221
-0.111111111,-1.88888889,5.93473181
0,-1.88888889,5.35403418
0.111111111,-1.88888889,4.95693737
0.222222222,-1.88888889,4.71436326
0.333333333,-1.88888889,4.59259492
0.444444444,-1.88888889,4.55693216
0.555555556,-1.88888889,4.57449625
0.666666667,-1.88888889,4.61614327
0.777777778,-1.88888889,4.65757247
0.888888889,-1.88888889,4.67978386
1,-1.88888889,4.66905907
1.11111111,-1.88888889,4.61662393
1.22222222,-1.88888889,4.51811901
1.33333333,-1.88888889,4.37296766
1.44444444,-1.88888889,4.18370014
1.55555556,-1.88888889,3.95526986
1.66666667,-1.88888889,3.69438492
1.77777778,-1.88888889,3.40887246
1.88888889,-1.88888889,3.10709138
2,-1.88888889,2.79740857
2.11111111,-1.88888889,2.48775307
2.22222222,-1.88888889,2.18525961
2.33333333,-1.88888889,1.89600901
2.44444444,-1.88888889,1.62486698
2.55555556,-1.88888889,1.37541726
2.66666667,-1.88888889,1.14997905
2.77777778,-1.88888889,0.949694583
2.88888889,-1.88888889,0.774669491
3,-1.88888889,0.624147654
-3,-1.77777778,1.69067491
-2.88888889,-1.77777778,2.38322817
-2.77777778,-1.77777778,3.27763561
-2.66666667,-1.77777778,4.3979307
-2.55555556,-1.77777778,5.75748621
-2.44444444,-1.77777778,7.35393421
-2.33333333,-1.77777778,9.16465702
-2.22222222,-1.77777778,11.143771
-2.11111111,-1.77777778,13.2215062
-2,-1.77777778,15.3066653
-1.88888889,-1.77777778,17.2924283
-1.77777778,-1.77777778,19.0652038
-1.66666667,-1.77777778,20.5156273
-1.55555556,-1.77777778,21.5502887
-1.44444444,-1.77777778,22.1024842
-1.33333333,-1.77777778,22.1403034
-1.22222222,-1.77777778,21.6707194
-1.11111111,-1.77777778,20.7389803
-1,-1.77777778,19.4233826
-0.888888889,-1.77777778,17.8262686
-0.777777778,-1.77777778,16.0626811
-0.666666667,-1.77777778,14.2483988
-0.555555556,-1.77777778,12.4890353
-0.444444444,-1.77777778,10.871543
-0.333333333,-1.77777778,9.45892253
-0.222222222,-1.77777778,8.28833661
-0.111111111,-1.77777778,7.3722818
0,-1.77777778,6.70208966
0.111111111,-1.77777778,6.25284379
0.222222222,-1.77777778,5.98880801
0.333333333,-1.77777778,5.86861578
0.444444444,-1.77777778,5.84970528
0.555555556,-1.77777778,5.89173452
0.666666667,-1.77777778,5.95892524
0.777777778,-1.77777778,6.02143599
0.888888889,-1.77777778,6.05594757
1,-1.77777778,6.04566693
1.11111111,-1.77777778,5.97993831
1.22222222,-1.77777778,5.85361194
1.33333333,-1.77777778,5.66627766
1.44444444,-1.77777778,5.42143436
1.55555556,-1.77777778,5.12564003
1.66666667,-1.77777778,4.78767279
1.77777778,-1.77777778,4.41772649
1.88888889,-1.77777778,4.02666276
2,-1.77777778,3.62534087
2.11111111,-1.77777778,3.22404529
2.22222222,-1.77777778,2.83202699
2.33333333,-1.77777778,2.45716884
2.44444444,-1.77777778,2.10577782
2.55555556,-1.77777778,1.78249889
2.66666667,-1.77777778,1.49033795
2.77777778,-1.77777778,1.23077541
2.88888889,-1.77777778,1.00394821
3,-1.77777778,0.808876475
-3,-1.66666667,1.98521788
-2.88888889,-1.66666667,2.79845498
-2.77777778,-1.66666667,3.84874517
-2.66666667,-1.66666667,5.16433131
-2.55555556,-1.66666667,6.76094899
-2.44444444,-1.66666667,8.63586486
-2.33333333,-1.66666667,10.7625857
-2.22222222,-1.66666667,13.0873206
-2.11111111,-1.66666667,15.528256
-2,-1.66666667,17.9784473
-1.88888889,-1.66666667,20.3126361
-1.77777778,-1.66666667,22.3976463
-1.66666667,-1.66666667,24.1052973
-1.55555556,-1.66666667,25.3261737
-1.44444444,-1.66666667,25.9822448
-1.33333333,-1.66666667,26.0363538
-1.22222222,-1.66666667,25.4970097
-1.11111111,-1.66666667,24.4176596
-1,-1.66666667,22.8905326
-0.888888889,-1.66666667,21.0360495
-0.777777778,-1.66666667,18.9894767
-0.666666667,-1.66666667,16.8868528
-0.555555556,-1.66666667,14.8521633
-0.444444444,-1.66666667,12.9873408
-0.333333333,-1.66666667,11.366035
-0.222222222,-1.66666667,10.0313853
-0.111111111,-1.66666667,8.9973937
0,-1.66666667,8.25304411
0.111111111,-1.66666667,7.76809571
0.222222222,-1.66666667,7.49948912
0.333333333,-1.66666667,7.39748332
0.444444444,-1.66666667,7.41091614
0.555555556,-1.66666667,7.49127309
0.666666667,-1.66666667,7.59550028
0.777777778,-1.66666667,7.6876752
0.888888889,-1.66666667,7.73974532
1,-1.66666667,7.73157282
1.11111111,-1.66666667,7.65050357
1.22222222,-1.66666667,7.49063457
1.33333333,-1.66666667,7.25190553
1.44444444,-1.66666667,6.93909812
1.55555556,-1.66666667,6.56079799
1.66666667,-1.66666667,6.12835839
1.77777778,-1.66666667,5.65489719
1.88888889,-1.66666667,5.15435765
2,-1.66666667,4.64066251
2.11111111,-1.66666667,4.12698853
2.22222222,-1.66666667,3.62518386
2.33333333,-1.66666667,3.14534235
2.44444444,-1.66666667,2.69553894
2.55555556,-1.66666667,2.28172029
2.66666667,-1.66666667,1.90773449
2.77777778,-1.66666667,1.57547675
2.88888889,-1.66666667,1.28512244
3,-1.66666667,1.03541727
-3,-1.55555556,2.27428414
-2.88888889,-1.55555556,3.20597898
-2.77777778,-1.55555556,4.40929096
-2.66666667,-1.55555556,5.91660745
-2.55555556,-1.55555556,7.74600278
-2.44444444,-1.55555556,9.89441326
-2.33333333,-1.55555556,12.3315811
-2.22222222,-1.55555556,14.9960068
-2.11111111,-1.55555556,17.7941248
-2,-1.55555556,20.6036195
-1.88888889,-1.55555556,23.2812405
-1.77777778,-1.55555556,25.6747136
-1.66666667,-1.55555556,27.6375348
-1.55555556,-1.55555556,29.0447414
-1.44444444,-1.55555556,29.8073632
-1.33333333,-1.55555556,29.8832824
-1.22222222,-1.55555556,29.2827084
-1.11111111,-1.55555556,28.0673236
-1,-1.55555556,26.343207
-0.888888889,-1.55555556,24.2486705
-0.777777778,-1.55555556,21.9389373
-0.666666667,-1.55555556,19.5699825
-0.555555556,-1.55555556,17.2838051
-0.444444444,-1.55555556,15.1969388
-0.333333333,-1.55555556,13.3932882
-0.222222222,-1.55555556,11.9215591
-0.111111111,-1.55555556,10.7968282
0,-1.55555556,10.0052725
0.111111111,-1.55555556,9.51083535
0.222222222,-1.55555556,9.26261161
0.333333333,-1.55555556,9.20194054
0.444444444,-1.55555556,9.26850798
0.555555556,-1.55555556,9.40509194
0.666666667,-1.55555556,9.56087251
0.777777778,-1.55555556,9.69342954
0.888888889,-1.55555556,9.76966258
1,-1.55555556,9.76589965
1.11111111,-1.55555556,9.66744012
1.22222222,-1.55555556,9.46772824
1.33333333,-1.55555556,9.16729998
1.44444444,-1.55555556,8.77260003
1.55555556,-1.55555556,8.29473538
1.66666667,-1.55555556,7.74821428
