请求数,耗时
55.3363512,153.779077
42.2253937,124.938937
35.5627824,142.320278
21.5504422,83.1623701
5.90014435,49.2653705
19.6956464,98.6213225
35.4044514,110.711539
15.4331375,92.9762792
8.74095434,85.2558682
21.4552229,122.421953
19.6616735,105.530741
37.1296113,134.291508
70.2702492,183.258844
20.8000305,108.438844
16.5966619,64.2010519
30.6478169,107.930746
55.6967941,176.485421
27.3948849,90.4251437
22.6011434,134.422791
35.4098988,110.121639
34.7579741,106.631106
74.7336713,222.830957
49.3621145,162.694872
22.0969427,83.0808544
84.4466783,238.889038
31.7948393,110.483903
25.5700214,111.024578
57.2388092,169.329068
6.09706835,86.7972107
40.7184376,144.099088
58.383943,181.66542
8.19432975,82.6155132
10.3941332,60.3100157
35.1979076,133.691493
31.0837457,102.698783
15.1741501,69.5032186
23.7631507,114.565052
42.9959168,160.508764
36.1722592,110.087448
12.1525815,62.6702858
56.2208921,171.304414
8.34842727,68.4342471
15.1336733,70.6315321
35.4793296,134.635153
63.8914328,179.212879
33.2389159,113.475909
48.4461802,161.15936
26.4869465,99.535475
29.8634919,160.892413
22.9167742,77.4921182
43.0491343,139.557061
22.9565302,114.008403
21.7272012,79.9624064
22.9823649,101.647474
41.2308249,150.954031
50.827774,138.780704
85.8842102,240.356159
25.753265,87.9261206
31.5096488,116.216143
91.7471875,244.292982
31.9672668,102.020598
103.048447,262.416465
39.3378578,144.557773
46.2722241,154.030372
62.6226465,179.321739
27.3877794,112.613265
12.1999709,61.4644283
10.4415075,73.6787163
21.6261845,109.974146
28.7571004,135.540523
71.5291925,182.321649
42.8692492,172.999389
62.8803704,168.946869
31.3965825,107.878827
53.7316358,154.506074
31.6257535,117.049521
41.7013013,143.944329
20.3443201,79.0917973
37.1332547,124.819499
27.8034967,109.453328
29.4744395,101.501328
15.2154963,72.4770184
13.0740916,66.4707772
16.8887236,114.878253
45.5581298,142.005622
40.1296374,135.483924
4.39772941,50.5792705
13.3291406,76.5554329
64.3619813,173.033285
37.1361675,130.05161
18.8680498,86.5283109
14.014724,75.3078593
80.4611617,213.584975
79.8813321,214.293974
33.2037127,135.845907
29.5144247,114.4622
4.63122846,91.0347576
57.1241697,154.658004
45.8154591,146.006016
113.711058,272.958506
39.9055494,134.685729
48.6361589,148.98666
2.33890586,77.1153101
83.9021035,236.396205
50.1919252,152.238371
72.4107267,187.839857
20.565517,120.43783
49.236341,146.331646
36.2415261,148.189634
6.23781136,68.8975425
35.0668894,124.342281
44.8031042,129.735851
30.3053266,106.564511
38.9227871,120.372526
47.3509487,131.979095
45.0774411,138.955153
39.0294968,134.717131
27.27826,138.338636
25.0757814,103.324902
16.6844415,99.469238
5.49543569,67.5209041
28.5460668,100.909929
21.6126156,75.7784321
50.7851109,138.412625
20.5299383,95.4140709
20.2201899,90.5523858
47.3127839,150.972123
38.1317732,128.857243
19.388519,87.9308884
25.5887627,110.124913
12.8005537,86.6141938
29.6496594,105.420938
39.7855957,158.221132
52.0433623,167.465423
11.5451053,73.3086058
71.4215741,192.948417
70.3792202,178.362749
15.6119041,65.5382495
43.5843302,135.190623
34.4426682,118.331113
65.9111095,215.458299
59.4533866,192.193726
58.235861,176.099731
9.99986426,67.0726992
90.6238774,235.601847
16.6089238,81.4523547
45.7621785,127.540797
26.7488864,116.879385
52.913563,178.238796
9.63294427,61.4390806
34.5453124,123.341771
34.8733725,108.415708
46.9082821,131.030423
23.7585821,97.636453
111.869495,280.217533
9.75788899,89.3567916
30.5608449,112.326947
26.1690146,99.5679395
43.4238856,137.876474
40.4633708,119.515803
32.7786731,127.557219
39.1816517,149.239997
12.9510719,69.3089453
35.9905388,123.463943
13.1793407,85.9551041
7.80506738,86.0121071
54.7880165,148.599785
18.7945878,93.282799
19.3333459,89.3975444
63.0744835,180.993708
48.7562662,163.149511
6.69697163,75.5701254
34.2164589,112.043778
45.9667924,139.24
22.3048238,88.2143014
58.7015965,178.587526
31.4243923,110.858681
33.2787858,115.894148
27.8352305,103.235959
74.5883726,192.9958
33.686373,133.262966
30.7825173,119.48038
25.2085049,129.130119
24.7301533,118.033476
11.0183875,71.1117546
37.2574208,128.938329
59.1094851,162.614053
21.8254209,88.8305599
71.6821265,200.932806
23.1877733,138.307339
12.202642,101.029144
43.5308354,145.778088
48.2463794,165.380062
35.5201228,112.857516
50.1423006,144.501732
73.5511462,199.988465
19.5325724,87.6681614
54.6575701,179.102391
12.6783067,69.6836259
61.8785917,196.146688
56.7970493,170.072204
27.9879954,100.676374
62.6227735,177.396621
89.6759024,253.078723
21.0213293,99.8500711
25.1332551,97.4810465
78.0996217,244.528838
19.0818259,104.334282
51.0039168,155.833859
30.0117729,129.969329
39.1338268,126.911137
45.8316131,153.39718
6.59908439,53.1191902
35.9027927,189.121318
49.6299403,146.241838
15.4553319,98.0388014
29.3242225,112.888876
14.6337801,69.8750288
14.7362079,70.9567659
81.784071,211.046846
22.6489766,91.2477724
19.2640451,93.2656561
39.476569,140.474137
34.7409407,111.558209
30.4829243,109.611877
5.82710391,96.541067
50.9756595,187.184191
24.6495829,89.9324411
39.8259833,124.648006
22.387772,94.231731
51.8506101,150.89504
20.4269195,83.4409691
38.5832128,114.109807
56.5024685,153.282935
33.8005448,119.163782
9.87907227,73.0885016
19.318781,85.1032815
36.2490773,130.314184
18.9142892,95.3519062
30.7866828,102.781753
30.5910641,120.913139
35.897381,140.832596
28.1460413,103.013311
18.4865948,90.5263256
17.0596829,81.3085366
46.2989325,167.511651
48.2138248,173.565953
47.133411,160.573059
13.7899828,96.0853426
12.5430946,93.4509303
22.1041,99.7050048
82.9398283,230.479856
30.3251358,91.8818297
29.3249907,95.0101841
2.8503517,69.285906
36.3345696,108.651535
24.5519078,92.1770285
27.2855945,105.582781
64.0911453,171.63674
12.0036683,70.9447453
51.7308841,161.887479
79.5929424,240.519839
8.32381062,68.9684268
48.7026671,137.234471
8.32447745,74.7796457
25.6351703,109.013427
16.8130128,85.8290202
12.9193822,76.8517776
13.2639531,64.2369921
19.3073148,78.734025
69.0705554,197.705391
29.1346552,118.018524
25.7230102,92.4806814
40.9670189,150.419631
33.3424698,126.530303
9.1383497,56.845475
33.8117225,121.092388
35.9791698,123.027188
21.5101566,84.3869697
48.2059912,141.597335
23.439549,107.603621
13.8986081,68.2797866
24.4884114,93.3776372
8.67647646,62.5229927
18.1709225,94.8601626
21.04544,110.709864
33.1346271,126.479266
39.4575024,174.393603
32.8106198,122.415174
17.5471696,81.2049733
21.9872477,117.871148
20.6375621,102.02217
44.1010923,181.666905
62.1599549,209.827156
31.244121,124.766443
61.9687414,181.230252
65.7930858,201.785499
17.6381359,115.939925
46.485781,168.730402
19.0679761,97.5325118
45.4536086,158.518919
37.0931235,162.776907
8.39214871,80.0693508
15.3881337,95.0422152
11.235964,78.8352931
22.0444542,113.714016
57.6298943,176.978484
22.0971297,100.733326
32.6204054,108.222349
22.838439,89.5471751
6.56512407,57.1886803
34.1847655,118.790276
49.2020951,167.007258
17.8523775,80.8955971
34.434631,104.987263
23.8266873,109.24579
15.9778136,91.8112869
15.8317243,100.308208
32.6477766,99.2219734
27.9549398,95.7634085
13.8571469,62.4306514
29.2360915,107.173769
62.9391425,208.579826
11.9601505,78.5055004
39.7936437,129.193374
58.8400467,190.422632
16.9110154,83.0210648
37.5502503,128.962874
29.7881549,116.228213
55.0591374,173.00676
15.2329001,75.4564035
17.9292616,88.9237321
27.3675423,99.5303117
22.6690688,88.9251546
13.0788087,59.7878214
15.2713154,83.3390994
58.2716574,164.29803
24.250437,89.9971595
17.9278303,115.233455
16.6131175,121.583269
32.5201329,116.688388
20.415573,73.6830557
31.712144,136.184869
51.9852695,151.11116
23.4440315,97.6178463
58.6450672,165.1946
33.3004849,108.41252
28.2961881,89.6908682
25.0510855,101.339278
26.5629789,99.9537817
18.8513959,79.3484445
24.9890701,100.107164
37.1411098,165.47035
102.342526,249.754934
69.1435478,182.388644
27.3455446,107.97325
22.1189618,87.0851577
33.9980886,105.417944
18.0470751,107.901089
28.8332159,173.146342
41.5302588,157.001931
28.6251008,127.958048
67.9189201,193.078745
32.4339741,116.195343
9.93129067,93.4056745
8.46158232,71.7038297
27.0848366,114.216736
45.7770948,135.590732
25.6883949,111.34621
17.3303742,73.2859143
49.6313555,166.086214
27.1387313,96.7189393
13.862522,93.2736577
28.0570639,103.263021
29.9470081,121.234994
48.7335382,136.892186
3.11053342,52.0046973
38.7981195,114.455442
17.9620286,78.3683983
47.7193099,140.095024
21.9118039,77.0010994
15.7661085,70.6146385
26.89029,130.630991
10.7581735,67.8443083
32.4620613,116.46523
19.6106675,80.6252071
29.6052856,96.0418044
73.0561999,185.041205
30.5224656,98.6182032
56.4519945,149.548223
17.8429689,85.4937615
34.9984343,125.242737
32.8229665,140.637519
7.81242552,55.5125369
109.194605,275.814008
32.9982887,111.29141
26.7151071,108.154551
53.6399865,169.809106
115.702302,290.013025
24.7970446,87.2184373
47.1560928,135.823773
58.4166721,153.096612
18.0193581,106.99087
69.7860128,203.305358
19.4515422,94.0867088
22.2147578,86.9855288
47.7861631,129.371563
59.1335541,159.69502
56.9044573,179.271012
40.7509777,154.561826
34.5486934,114.206055
86.6170593,228.673368
143.372265,357.710294
104.746288,289.579926
23.6290641,84.4429191
20.3362389,86.053498
21.1719386,96.6307079
13.6096598,96.2950287
30.068694,130.256865
37.9729321,144.89955
19.5504152,90.9522216
62.0898427,170.744835
13.6194483,108.173323
51.1297749,174.198639
37.9206127,120.584933
10.6743091,78.211663
7.23498764,101.072803
30.7084526,141.226603
25.962429,92.5555493
81.5196653,199.641298
17.5086584,86.7132486
35.7453614,143.710379
66.6183089,174.55987
9.1361494,64.9577065
71.4217564,189.354805
19.6805221,104.883217
103.299821,266.741554
49.7977756,157.418856
42.6718508,159.168649
26.5936154,103.763483
21.5158465,94.3966828
48.2222462,150.468889
61.9075835,168.774228
13.7846811,65.9076463
15.3290967,90.1195126
49.3891409,155.031022
87.9900335,225.33064
53.3453846,206.896669
22.96454,83.7737991
10.5972439,63.1707365
27.9181567,152.456143
4.73722566,49.6339248
42.8249938,140.591595
31.4371224,106.202444
23.7120092,83.6189902
52.5934329,166.080173
24.1599149,93.4040361
43.2698841,124.158614
26.3857069,106.192845
9.2113694,49.3661804
4.75881437,58.6366237
30.203705,128.912346
23.5054658,104.780332
91.5117955,260.351695
31.1328085,110.392191
10.318933,119.337945
47.8799359,148.616509
15.75464,91.8676216
14.8337868,89.6909716
47.0580504,131.569755
24.1490024,134.314577
107.572341,268.441898
72.7226446,191.66638
16.5028666,71.3977488
10.3096919,89.6565109
34.8375295,139.342528
52.9772198,151.092094
44.0783851,122.668602
17.5957923,69.0697578
86.5812902,220.446383
3.19003048,56.6009914
10.8358698,78.7011528
19.0147794,99.097351
47.0032408,149.524552
17.4201966,73.7968765
82.6427642,217.839063
60.3043793,162.723417
50.7055764,159.482464
5.50099982,49.7701516
18.9956684,94.0858935
12.9332579,59.273488
15.565974,72.7305797
19.6359215,78.4643294
59.4039226,191.160502
58.4339491,163.958294
11.3253227,64.5442376
22.672823,85.9639637
30.9361154,102.23044
11.2787044,101.394954
35.2743001,128.768943
53.0657923,159.928875
20.0185532,92.2979549
15.8090432,103.386348
65.3070182,173.053565
34.70751,106.273901
19.7628907,91.5245514
22.9602323,83.2939791
8.22260518,91.4903323
117.207586,303.314833
45.6005821,134.337629
56.0122553,170.765585
65.1685931,198.260297
20.401623,123.564592
26.8972235,103.696186
30.1113212,106.775757
15.4321582,105.093349
14.4857556,100.114847
28.3619767,93.6119267
83.7366835,214.360201
59.6544423,161.38312
20.2187315,85.2296901
29.0793378,140.814659
10.267843,56.1505924
24.1568938,115.222585
59.083899,162.065798
39.1497954,122.752488
13.547024,102.165587
42.0258474,127.677686
44.7926578,145.527859
37.252018,114.691981
72.2449747,207.078718
35.7900592,113.948864
12.437079,70.8990849
26.5879879,140.330288
24.9502743,97.7239348
55.8138855,160.520056
61.6374326,189.601986
56.929599,201.525626
10.3529815,69.0815059
17.9725892,70.5480015
17.0524285,68.1780406
9.58858882,60.4851253
33.0104001,119.288645
37.8361904,118.966013
25.6841569,84.1357353
64.4074811,200.801631
33.1913126,128.204015
22.303693,120.783459
82.4159474,240.961249
35.5673402,152.37131
42.7774995,146.979551
46.1926786,132.747611
52.2653512,173.069209
56.4313386,153.178011
77.5579707,217.164376
21.6565617,126.568578
12.1482397,74.6768181
22.0845212,117.72157
49.7408698,145.658186
21.935607,111.572926
16.7384852,90.9954964
6.66353046,68.0854662
36.5993248,129.833152
36.7106995,120.697779
67.0766181,215.338818
29.9767436,104.338755
20.3596253,79.9947692
23.7624749,112.852089
