预算,曝光,访问,订单,客单价
62.22459429743724,5806.724377130208,864.4257601285661,282.0,72.82298971276273
39.14919361909906,2930.344906402245,337.9295317367928,173.0,69.69325320103877
21.787880448315416,1917.2052548791814,310.5462231749566,91.0,72.02338361884381
42.07250972452862,2816.3834631343493,544.1123592660497,228.0,73.14362748060492
13.648599976791367,722.2614855981058,104.61198582644965,51.0,62.28518004150551
90.86421582464584,5484.247668346681,1265.1967401085724,403.0,80.00778766572805
79.96285024785398,6474.384055246844,1223.7535573934392,330.0,78.55674871726255
97.32003847071311,8451.274869956946,1027.9582276822098,350.0,85.9500146373289
26.30711782094984,1087.5027865411803,88.91858120483693,123.0,78.42815355378357
41.9603415074762,3381.7287179529617,436.41258209605553,217.0,91.89855551852934
98.04741419478543,8219.477080465706,1443.4970985771765,442.0,104.73484560068512
15.66418119497427,1261.6901491251467,76.60827063974513,106.0,91.95151182532427
91.83599605904996,6108.765703406679,832.9260570385193,405.0,69.9632462938811
85.55317090937126,6769.323377459102,1136.0431720468448,419.0,80.74125767671578
62.638690786769544,5408.386494113137,1010.7275983123733,303.0,74.9459217189382
98.76264338917798,7673.079834737369,832.624394694561,421.0,73.04851907295448
16.65512324323505,725.5504762372843,110.45820271251762,50.0,78.3029422867164
37.05142405867285,1807.2987618871277,791.3394367045562,128.0,83.17998965965062
76.34248369077257,5692.977027235951,792.7700080587559,322.0,78.68684101330263
66.50826577100781,5372.817492474266,1158.076301846946,264.0,65.66030744467554
32.19191223574471,2563.013690834828,399.3420488733543,146.0,59.44871295498674
27.567217029588047,1963.7195633715696,632.8339378003841,131.0,96.3002193306578
79.11865720891511,6434.867667593098,891.2610396632565,382.0,98.07872453306291
85.1992819995612,8831.188810073958,1244.3774819177952,406.0,67.96007200129614
11.598111470748659,-21.870494820445856,4.330760127166144,24.0,54.06728914650709
71.50084915012971,5904.3839563421625,796.2699759922784,274.0,80.36729990146941
73.56997021084588,5604.274736459994,1140.94405949429,257.0,85.42176599301675
65.71114664417073,4621.220170911161,770.3132527386396,279.0,62.36195204318696
11.71826723919244,1237.8888733454721,-59.29711441978242,73.0,77.71422911278442
72.93315175889403,5997.165005395912,874.5882819296772,314.0,77.15751362108347
80.66488409198193,7904.972392224667,946.433286985067,422.0,74.32929526035521
41.13070553625097,3456.6095182437193,275.55597362500214,228.0,98.82455763249268
39.09396311083245,2278.1188915030116,227.56104512984217,182.0,98.19736298954271
58.59175040431537,3932.49524723329,996.2347250125259,293.0,78.55295488845134
43.872704283631805,3619.2249734938996,631.4246548486509,226.0,100.14752076699676
51.878844086367344,3783.066828076255,521.2827591189142,219.0,76.95331389656478
98.56141693272082,7885.291029362554,1176.7206457977688,357.0,63.52163613861824
45.53981876089341,3394.711468697259,716.6602009921949,204.0,68.44900740591511
29.724806505827342,2888.153856323654,467.44065190623616,231.0,90.66187717259908
83.17330996840168,5596.0900979445,903.2986243393484,403.0,84.52425907531097
98.89996351052962,7547.489705080323,1395.7414815307798,429.0,59.8825230814448
81.90593459028173,6851.349396575263,1468.6670490232996,373.0,87.12858876313311
87.45134373550869,6538.3020161056365,1246.935411866685,301.0,83.92522414055723
42.71901731934228,2330.424869650818,551.0910682846178,214.0,65.73836404018934
32.79186928716966,3248.0000204597445,135.82447248853816,93.0,77.44251184750524
62.05608225078825,4971.838190251267,629.3860360179033,196.0,63.97829485624459
16.698923540692867,1657.5056757707168,103.15505705736597,110.0,92.62254715621845
72.4294097448319,6249.61384214446,924.8218569198651,378.0,71.38610270603914
77.52490099323347,6248.702797876565,1104.4117826009046,399.0,60.09196303595843
25.808920314322613,2009.782532808289,1.5917824766206081,175.0,76.73969681281194
41.43159797585753,3753.5877723131753,334.03809775293496,244.0,77.95635933063384
91.11821444066476,6269.242315230293,1310.5727558059796,322.0,72.76016787200395
