basket_id,面包,咖啡,牛奶,黄油,纸尿裤,啤酒,鸡蛋,纸巾
235,True,False,True,False,False,False,False,True
236,False,False,True,False,False,True,False,True
237,False,False,False,True,False,True,False,False
238,True,False,True,False,False,False,False,True
239,True,False,True,False,False,False,False,True
240,False,False,True,False,False,False,True,True
241,False,False,True,False,False,False,False,True
242,False,False,False,False,False,False,False,True
243,False,True,False,False,False,False,False,False
244,True,False,False,False,False,False,True,True
245,True,True,True,False,False,False,True,False
246,False,False,False,False,False,False,False,True
247,False,False,False,False,False,False,False,True
248,False,False,False,False,False,True,False,True
249,False,False,False,False,False,False,False,True
250,False,False,False,False,False,False,False,False
251,False,False,False,False,False,False,True,False
252,False,False,False,True,False,False,False,False
253,False,True,False,False,False,True,False,True
254,False,False,False,False,False,True,True,True
255,False,True,False,True,False,False,False,True
256,False,False,False,False,False,False,True,False
257,False,False,False,False,False,False,False,True
258,False,False,False,False,False,True,False,True
259,True,False,True,True,False,False,False,True
260,True,False,True,True,True,False,False,True
261,True,True,True,False,False,False,False,True
262,True,True,True,False,False,True,False,True
263,True,False,False,True,False,False,True,True
264,False,False,False,False,False,False,False,True
265,False,False,False,False,True,False,False,True
266,False,False,False,False,False,False,False,False
267,False,False,False,False,False,False,False,True
268,False,False,False,False,True,False,False,True
269,False,True,False,False,False,True,False,True
270,False,False,False,False,False,False,False,False
271,False,False,False,False,False,False,False,True
272,False,True,False,False,False,False,False,False
273,False,False,False,False,True,False,False,False
274,False,True,False,False,True,False,False,False
275,False,False,True,False,False,False,False,True
276,False,False,True,False,True,False,False,True
277,False,False,False,False,False,False,True,True
278,False,False,False,False,False,False,False,False
279,False,False,False,False,True,True,True,True
280,False,False,False,False,False,False,False,False
281,True,False,True,False,False,True,True,True
282,True,False,True,True,True,True,False,True
283,True,False,True,False,False,False,False,True
284,False,False,True,False,False,False,True,False
285,False,True,False,False,False,False,False,True
286,True,True,True,False,False,False,False,True
287,False,False,True,False,False,False,False,True
288,False,False,False,False,False,False,False,True
289,False,False,False,False,False,False,False,False
290,False,True,True,False,True,False,False,True
291,False,False,False,False,False,False,True,True
292,False,False,False,True,False,False,False,True
293,True,False,True,False,False,False,False,False
294,True,False,True,False,False,False,True,False
295,False,True,True,False,False,False,False,False
296,True,True,True,False,False,False,False,True
297,False,False,True,True,False,False,False,True
298,True,False,True,False,False,False,False,False
299,True,False,True,True,False,False,False,False
300,True,False,True,True,False,False,False,False
301,True,False,True,True,False,False,False,True
302,True,False,False,True,False,False,False,True
303,True,False,True,False,False,False,False,False
304,True,False,False,True,False,False,False,True
305,True,False,True,True,False,False,False,True
306,False,False,False,False,False,False,False,True
307,True,False,True,False,False,False,False,False
308,True,False,True,True,False,True,False,True
309,False,False,False,False,False,True,False,True
310,False,False,False,False,False,False,True,False
311,False,False,False,False,False,False,True,False
312,False,False,False,False,False,False,True,True
313,True,False,False,False,False,True,True,False
314,False,False,False,False,False,True,True,False
315,False,False,False,False,True,True,True,True
316,False,False,False,False,False,False,True,True
317,False,False,False,False,False,False,True,False
318,False,True,True,False,False,True,True,True
319,False,False,True,False,False,False,False,True
320,True,True,True,True,False,True,True,False
321,True,True,True,True,True,False,False,True
322,False,False,False,False,True,True,False,True
323,False,False,False,False,False,False,False,True
324,False,False,False,False,False,True,False,True
325,False,False,False,False,True,True,False,True
326,False,False,True,False,False,True,False,True
327,False,True,True,False,True,True,False,True
328,False,False,False,False,False,True,False,True
329,False,False,False,False,False,False,True,True
330,False,False,False,False,False,True,False,True
331,False,False,False,False,False,False,False,True
332,True,False,False,True,False,False,False,True
333,False,False,False,False,False,False,True,False
334,False,True,False,False,False,False,True,True
335,False,False,False,False,False,False,False,True
336,True,False,False,True,True,False,False,True
337,False,False,True,False,False,False,False,False
338,False,False,False,False,False,False,True,True
339,False,False,False,False,False,False,True,False
340,False,False,False,False,False,False,False,True
341,True,False,True,False,False,False,False,True
342,True,True,True,True,False,False,False,False
343,True,True,True,False,False,True,False,False
344,True,False,True,True,False,False,False,True
345,False,True,False,False,False,False,False,True
346,False,False,False,False,False,False,True,True
347,True,False,True,False,False,False,True,False
348,False,False,False,False,False,False,False,True
349,False,False,False,False,False,False,False,True
350,True,False,True,True,False,True,False,False
351,False,True,False,False,True,True,False,False
352,False,False,False,False,False,True,False,False
353,False,False,False,False,False,True,False,True
354,True,False,False,False,False,False,False,False
355,False,True,True,True,False,False,True,False
356,False,True,True,False,False,False,False,True
357,False,True,True,True,False,False,True,False
358,False,False,False,False,False,False,False,True
359,True,False,False,False,False,False,False,True
360,False,False,False,False,True,True,False,True
361,False,False,False,False,False,False,False,True
362,True,True,False,True,False,False,False,True
363,True,False,True,False,True,False,False,True
364,True,False,True,True,False,False,True,True
365,False,True,True,False,False,True,False,True
366,False,True,False,False,False,False,False,True
367,True,False,True,False,False,False,True,True
368,False,False,False,False,False,False,False,True
369,True,False,True,False,False,False,False,True
370,True,False,True,False,False,False,False,False
371,False,False,False,False,False,False,False,True
372,False,False,False,False,False,False,False,True
373,False,False,False,False,False,False,True,False
374,False,False,False,False,False,False,False,False
375,True,False,True,False,False,False,False,False
376,True,False,True,False,False,False,False,True
377,True,False,True,True,False,False,False,False
378,False,False,False,False,False,True,False,True
379,True,False,False,True,False,False,False,False
380,False,False,False,False,False,False,False,True
381,True,True,True,True,False,False,False,False
382,True,False,True,False,False,False,False,False
383,False,False,False,False,False,False,False,True
384,False,False,True,False,False,False,False,True
385,False,False,False,False,False,False,False,False
386,False,False,False,False,False,True,False,False
387,False,True,True,False,False,True,False,True
388,True,False,False,False,False,False,True,True
389,False,True,False,False,False,False,False,True
390,True,False,False,False,False,True,True,False
391,False,True,False,False,False,True,False,True
392,True,True,True,False,False,False,False,True
393,False,True,False,False,False,True,True,True
394,True,False,False,False,True,False,False,False
395,False,False,False,False,False,False,True,False
396,True,False,True,False,False,False,False,True
397,False,False,False,False,False,False,False,True
398,True,True,False,False,False,True,False,True
399,True,False,True,False,True,False,False,False
400,False,True,False,False,False,False,False,False
401,False,False,False,False,False,False,True,False
402,True,False,False,True,True,True,True,True
403,True,True,True,False,False,True,False,True
404,False,False,False,False,False,False,False,True
405,False,False,False,False,False,False,False,False
406,False,False,False,False,False,False,False,True
407,False,False,False,False,False,True,False,False
408,False,False,False,False,False,False,True,False
409,False,True,False,False,False,False,False,True
410,False,False,False,False,False,False,True,True
411,True,False,False,False,True,False,False,True
412,True,True,True,False,True,True,False,False
413,True,False,True,True,True,True,True,True
414,True,False,True,True,False,False,False,False
415,False,False,False,False,True,False,False,False
416,True,True,True,True,False,True,True,True
417,False,True,True,False,False,False,False,True
418,False,False,False,False,False,True,True,True
419,False,False,False,False,False,True,False,True
420,True,True,False,True,False,False,False,False
421,False,True,False,False,True,True,True,True
422,False,True,False,False,True,False,False,False
423,True,False,False,False,True,False,False,False
424,False,False,False,False,False,False,False,True
425,False,True,False,False,False,True,False,False
426,False,False,True,False,False,False,False,True
427,True,True,True,False,False,False,False,False
428,False,False,False,False,False,True,False,True
429,False,True,True,False,True,False,False,False
430,False,True,False,False,False,False,False,True
431,False,False,False,False,False,False,False,True
432,True,True,False,False,False,False,False,False
433,True,False,True,False,True,False,False,True
434,False,False,False,False,True,True,False,False
435,False,False,False,False,False,False,False,True
436,False,True,True,False,False,True,True,False
437,False,True,False,False,False,False,True,True
438,False,False,False,False,False,False,True,True
439,False,False,True,False,True,True,False,True
440,False,False,False,False,False,True,False,False
441,False,False,False,False,False,False,False,False
442,False,False,False,False,False,True,False,True
443,False,True,False,False,False,False,False,True
444,False,False,False,False,False,False,False,False
445,False,False,False,False,False,False,False,False
446,True,False,True,False,False,True,True,True
447,False,False,False,False,False,True,True,True
448,False,False,False,False,False,True,False,False
449,False,False,True,False,False,False,False,False
450,False,False,False,False,False,False,True,True
451,False,True,False,False,False,False,False,False
452,True,False,True,False,False,False,False,True
453,True,True,False,False,False,True,True,True
454,False,True,False,False,True,False,False,True
455,False,True,False,False,True,True,False,True
456,False,False,False,False,False,False,False,False
457,False,False,False,False,False,False,False,True
458,False,False,False,False,False,False,False,True
459,False,False,False,False,False,False,False,False
460,False,False,False,False,True,False,False,True
461,False,False,False,False,True,True,False,True
462,False,False,False,False,True,True,False,False
463,False,False,False,False,False,True,False,False
464,True,False,False,False,False,False,False,True
465,False,False,True,False,False,True,False,True
466,True,True,True,False,False,False,False,True
467,True,False,True,False,True,False,False,True
468,True,False,False,False,False,False,False,True
469,False,False,False,False,False,False,False,True
470,False,False,False,False,True,True,True,True
471,True,False,True,True,False,False,True,False
472,True,True,True,False,False,False,False,True
473,True,False,True,True,False,False,True,True
474,True,False,True,False,False,False,False,True
475,False,True,False,False,False,False,True,False
476,False,False,True,True,False,False,False,False
477,False,False,False,False,False,False,False,False
478,False,False,True,False,False,False,False,True
479,False,False,False,False,False,False,True,True
480,False,False,False,False,False,True,False,True
481,False,False,False,False,False,False,True,True
482,True,False,True,False,False,False,True,True
483,False,False,False,False,False,False,False,True
484,True,False,True,False,False,False,False,True
485,False,False,False,False,False,False,False,True
486,False,False,False,False,False,False,False,False
487,False,False,False,False,False,False,False,False
488,True,True,True,True,False,False,False,True
489,True,False,True,True,False,False,True,False
490,False,False,False,False,True,False,True,True
491,False,False,False,False,False,False,False,True
492,True,False,False,False,False,True,False,True
493,False,True,False,False,False,False,True,True
494,False,True,True,False,False,False,True,True
495,True,False,False,False,False,True,False,False
496,True,False,True,True,False,False,True,True
497,True,True,True,True,False,False,False,True
498,True,False,False,True,False,False,False,True
499,True,False,False,True,False,False,True,True
500,False,False,False,False,False,False,False,True
501,False,False,False,False,False,True,False,False
502,False,False,False,False,False,False,True,False
503,False,False,False,False,False,False,False,True
504,False,False,True,False,False,False,False,False
505,True,False,False,True,False,False,False,True
506,False,False,True,False,False,False,False,True
507,False,False,False,False,False,True,True,False
508,True,False,True,True,False,False,False,True
509,True,False,True,False,False,False,False,True
510,False,True,True,False,False,True,True,False
511,False,False,False,False,False,True,False,True
512,True,False,True,False,False,False,False,True
513,False,False,False,False,False,False,False,True
514,False,False,False,False,False,True,False,False
515,False,False,False,False,False,False,False,True
516,True,False,True,False,False,False,True,False
517,False,True,True,False,False,False,False,False
518,True,False,True,True,False,False,True,False
519,False,False,False,True,False,False,False,True
520,False,False,False,False,False,False,False,False
521,True,True,True,True,True,True,False,False
522,True,True,False,False,False,False,False,False
523,False,True,True,False,False,False,False,True
524,False,False,False,False,True,True,False,False
525,False,False,False,False,False,False,True,True
526,False,False,False,False,True,False,False,False
527,True,False,False,True,False,False,False,False
528,False,True,False,False,True,True,False,True
529,False,False,False,False,False,False,True,True
530,True,False,False,False,True,True,False,True
531,True,False,True,True,False,False,False,True
532,False,False,False,False,False,False,True,True
533,False,False,False,False,False,False,True,True
534,False,False,False,False,False,False,False,True
535,False,True,True,False,True,True,False,True
536,True,False,False,False,False,False,False,True
537,False,True,False,False,True,True,False,True
538,False,False,False,False,False,False,False,True
539,False,True,False,False,False,False,False,True
540,True,False,True,False,True,True,False,False
541,True,True,True,False,True,True,True,True
542,True,False,False,True,False,True,False,False
543,False,False,True,False,False,False,True,True
544,True,False,True,False,True,False,True,False
545,True,False,True,False,False,True,False,True
546,False,False,False,False,False,False,False,False
547,False,False,False,True,False,False,True,True
548,False,False,False,False,False,False,False,True
549,False,False,False,False,True,False,False,True
550,False,False,False,False,False,False,False,True
551,False,True,False,False,False,False,False,True
552,False,False,False,True,False,False,False,False
553,False,True,False,False,False,False,True,True
554,True,False,True,False,False,True,False,True
555,False,True,False,False,False,False,True,True
556,False,True,False,False,True,True,False,True
557,False,False,False,False,False,False,True,True
558,True,False,False,False,False,False,False,True
559,True,True,True,False,True,False,False,False
560,False,True,False,False,True,False,True,True
561,True,True,True,False,False,False,False,True
562,True,False,False,False,False,False,False,True
563,True,True,True,True,False,False,True,True
564,False,True,True,False,False,False,True,False
565,False,False,False,False,False,False,False,False
566,False,True,True,False,False,False,True,False
567,True,False,True,True,False,False,True,False
568,False,False,False,True,True,True,False,True
569,True,True,True,True,False,False,True,False
570,False,False,False,False,False,False,True,False
571,True,False,False,False,False,False,True,False
572,True,False,True,True,False,False,False,True
573,False,False,False,False,False,True,False,True
574,True,True,True,False,False,False,True,False
575,False,False,False,False,False,False,False,True
576,True,False,False,False,True,False,False,True
577,True,False,False,False,False,False,False,False
578,False,False,True,False,False,False,False,False
579,False,False,False,False,False,False,False,True
580,False,False,False,False,False,False,False,True
581,False,False,False,False,False,False,False,True
582,False,False,True,False,False,False,True,False
583,False,False,False,False,False,False,False,True
584,True,False,False,True,False,True,False,True
585,False,True,False,False,False,True,False,False
586,False,False,False,False,False,False,False,False
587,True,True,False,False,False,False,False,True
588,False,False,False,False,False,True,True,True
589,True,False,False,False,False,False,False,True
590,False,True,False,False,False,False,False,True
591,False,True,False,False,False,False,True,True
592,False,False,False,False,False,False,False,False
593,False,False,False,False,False,False,False,False
594,False,False,False,False,False,False,False,False
595,True,True,False,False,False,False,False,True
596,False,False,False,True,True,False,True,True
597,True,True,True,False,False,False,False,True
598,False,False,True,False,True,True,False,False
599,True,False,False,False,False,False,True,True
600,False,False,True,False,False,False,False,False
601,False,False,False,False,False,False,False,False
602,False,False,False,False,True,True,True,True
603,False,False,False,False,False,False,True,True
604,True,False,True,True,False,False,True,True
605,False,False,False,False,False,False,False,False
606,False,False,False,False,False,False,True,True
607,True,False,True,True,True,True,False,False
608,False,False,False,False,False,False,True,False
609,False,True,False,False,False,True,True,True
610,True,False,True,True,False,False,False,True
611,True,False,False,False,False,True,False,True
612,False,True,True,False,False,False,False,False
613,False,False,False,False,False,False,True,True
614,False,False,False,False,False,False,False,True
615,False,False,False,False,False,False,True,False
616,False,True,True,False,False,False,False,True
617,True,True,True,False,False,True,True,True
618,True,True,True,False,False,False,True,True
619,False,False,False,False,False,False,False,True
620,False,False,False,False,False,True,False,True
621,False,False,False,False,False,False,False,False
622,True,False,True,False,False,False,False,False
623,False,False,False,False,True,False,False,True
624,False,False,True,False,False,False,False,True
625,False,True,False,False,False,False,False,False
626,True,False,False,True,False,False,False,True
627,False,False,False,False,False,True,False,True
628,False,False,True,False,False,False,False,False
629,True,False,True,True,False,False,False,True
630,False,True,False,False,False,True,False,True
631,True,False,True,True,False,False,False,False
632,False,False,False,False,False,True,False,True
633,False,False,False,False,False,False,False,False
634,False,False,False,False,False,False,True,False
635,True,True,False,True,False,False,True,True
636,True,True,True,True,False,False,False,False
637,False,True,False,False,True,True,False,True
638,False,False,False,True,False,True,False,True
639,True,False,True,False,False,False,True,False
640,True,False,True,False,False,True,False,False
641,False,True,False,True,False,False,True,True
642,False,False,False,False,False,False,False,False
643,False,False,False,False,False,False,False,False
644,True,False,True,True,False,False,True,True
645,True,False,False,False,False,False,False,False
646,False,False,False,False,False,False,False,False
647,True,False,False,False,False,False,True,True
648,False,True,False,True,False,False,False,False
649,False,False,False,False,True,False,False,False
650,False,False,False,False,False,False,False,False
651,False,False,False,False,False,False,False,True
652,True,False,False,False,False,False,True,True
653,False,False,False,False,False,False,True,True
654,False,False,False,False,True,False,False,False
655,False,False,False,False,True,True,False,True
656,True,False,True,False,False,False,True,True
657,True,False,True,True,False,False,True,False
658,True,False,False,True,False,False,False,True
659,False,False,False,False,False,False,True,False
660,True,True,True,False,False,False,False,True
661,False,False,False,False,False,False,False,False
662,False,False,False,False,False,False,False,True
663,False,False,False,False,False,True,False,True
664,False,True,False,False,False,True,False,False
665,True,True,True,False,False,False,False,False
666,False,True,True,False,False,False,False,True
667,True,False,True,False,False,False,False,False
668,False,False,True,False,False,True,True,True
669,True,False,True,False,False,False,False,False
670,False,False,True,False,False,False,True,False
671,False,False,False,False,False,False,False,True
672,False,False,False,False,True,False,False,True
673,False,False,False,False,False,False,True,True
674,False,True,False,False,False,False,False,False
675,True,False,True,True,True,True,False,False
676,True,True,False,False,False,True,False,False
677,True,False,True,True,False,False,False,True
678,True,False,True,False,False,True,True,False
679,False,True,False,False,True,False,True,True
680,True,False,True,False,False,False,False,True
681,True,False,True,True,False,False,False,True
682,False,True,False,True,False,False,False,True
683,True,False,False,False,True,False,True,True
684,False,False,False,False,False,False,False,True
685,True,False,False,False,False,False,False,True
686,False,False,False,False,False,False,False,True
687,False,True,True,False,False,False,True,True
688,False,True,True,False,False,False,False,False
689,True,False,False,True,False,False,True,True
690,True,False,True,False,False,False,False,False
691,False,False,False,False,False,False,False,False
692,False,True,False,False,False,False,True,True
693,True,False,False,False,False,False,False,True
694,False,False,True,False,False,False,True,True
695,False,False,False,False,False,False,False,False
696,True,False,True,False,False,False,False,False
697,False,True,False,False,False,False,True,True
698,False,False,False,False,False,False,True,True
699,False,False,False,False,False,False,False,True
700,False,True,True,False,True,False,True,True
701,True,False,True,False,False,False,True,True
702,False,False,False,False,False,False,True,True
703,False,False,False,False,True,False,True,True
704,True,False,False,False,False,False,True,True
705,False,True,False,False,False,False,True,True
706,False,False,False,False,False,False,True,True
707,False,False,False,False,False,False,False,True
708,False,False,False,False,False,False,True,False
709,True,True,False,False,False,False,True,True
710,True,False,False,True,True,True,False,True
711,False,False,False,False,False,True,False,False
712,True,True,True,True,False,False,False,True
713,False,True,False,False,False,False,True,False
714,False,True,True,False,False,False,True,True
715,False,True,False,False,False,True,False,True
716,False,False,False,False,False,False,False,True
717,False,True,True,True,False,False,True,True
718,False,False,False,False,False,False,False,False
719,False,False,False,False,False,False,True,False
720,True,True,False,True,False,True,False,True
721,False,False,False,False,True,True,False,True
722,False,True,True,False,False,False,False,False
723,False,False,False,False,False,False,False,True
724,False,False,False,False,False,False,False,True
725,True,False,False,True,False,False,False,True
726,True,True,False,True,False,False,False,False
727,False,False,False,False,False,False,True,False
728,False,False,False,False,False,False,True,False
729,True,True,False,False,False,True,True,True
730,False,True,True,False,False,True,True,False
731,False,False,False,False,False,False,False,True
732,False,True,True,True,True,False,True,True
733,True,False,False,False,False,False,False,False
734,False,False,False,False,False,False,False,True
735,True,False,True,False,False,True,True,False
736,False,False,False,False,False,False,False,True
737,False,False,False,False,False,False,True,True
738,False,False,False,False,False,False,True,True
739,False,False,False,False,False,False,False,False
740,False,False,True,False,False,False,False,True
741,False,False,True,True,False,True,False,True
742,False,False,False,False,True,True,False,True
743,True,True,True,False,False,False,False,True
744,False,False,False,False,False,False,False,True
745,False,False,False,False,True,True,False,True
746,False,False,False,False,False,False,True,False
747,False,False,True,False,False,False,False,True
748,False,False,False,False,False,False,True,True
749,True,False,False,True,False,False,False,False
750,False,False,True,False,True,True,True,True
751,False,False,False,False,False,True,True,False
752,False,True,False,False,False,False,False,True
753,False,False,False,False,False,False,False,True
754,False,True,False,False,False,False,True,True
755,False,False,False,False,False,False,True,True
756,True,True,True,False,False,False,True,True
757,False,False,False,False,True,False,True,True
758,True,False,True,True,False,False,True,False
759,False,True,True,False,False,False,False,False
760,False,False,False,False,False,False,False,True
761,True,False,True,False,False,False,True,True
762,False,False,False,False,False,False,True,True
763,False,False,False,False,False,False,True,False
764,False,False,False,False,False,False,True,True
765,True,False,True,False,False,False,False,False
766,True,False,True,False,True,False,False,False
767,False,False,False,False,False,False,False,True
768,False,True,True,False,False,True,False,True
769,False,False,False,False,False,True,False,True
770,False,True,True,False,False,True,True,True
771,False,True,False,False,False,True,True,True
