user_id,days_since_visit,sessions_30d,tickets_30d,tenure_days,churn_next14d
367,21,7,1,491,0
368,19,4,0,653,1
369,25,7,1,637,1
370,26,9,2,84,0
371,25,5,0,726,0
372,19,13,0,494,0
373,29,5,1,469,1
374,10,6,1,458,0
375,27,7,1,517,0
376,7,7,0,513,0
377,4,13,1,385,0
378,3,8,1,297,0
379,25,12,0,166,0
380,16,8,1,133,0
381,20,9,0,21,0
382,12,5,0,489,0
383,16,9,0,627,0
384,10,11,0,304,0
385,19,7,2,192,1
386,8,10,0,233,0
387,24,8,0,26,1
388,7,5,0,320,0
389,9,12,0,297,0
390,16,5,2,432,1
391,23,9,0,494,1
392,10,10,0,711,0
393,17,7,2,241,1
394,24,13,1,260,1
395,4,6,3,343,0
396,15,7,0,642,0
397,9,10,2,379,0
398,18,9,2,243,1
399,27,7,1,669,1
400,23,10,0,655,0
401,23,11,2,571,0
402,4,11,0,285,0
403,28,13,0,101,0
404,2,9,0,695,0
405,2,4,2,706,0
406,25,9,0,423,0
407,0,8,0,108,0
408,16,7,1,722,0
409,18,6,1,46,1
410,12,8,0,112,0
411,25,3,0,644,1
412,22,7,1,702,1
413,3,14,0,435,0
414,15,7,0,42,1
415,29,6,1,69,1
416,9,8,1,469,0
417,12,7,1,467,0
418,21,9,1,666,0
419,16,7,0,256,0
420,23,9,1,200,0
421,22,4,0,71,1
422,7,9,2,265,0
423,20,7,0,98,0
424,19,6,0,701,0
425,16,12,0,486,0
426,6,7,2,417,0
427,8,9,0,675,0
428,28,7,1,263,1
429,27,13,0,45,0
430,12,4,1,326,0
431,14,7,2,116,1
432,6,11,1,438,0
433,2,8,0,96,0
434,16,12,0,670,0
435,13,7,0,36,0
436,27,10,0,138,0
437,12,6,1,469,0
438,29,10,3,190,1
439,4,9,0,619,0
440,23,4,0,296,0
441,19,5,0,112,0
442,8,8,0,322,0
443,8,8,0,188,0
444,24,7,0,712,0
445,18,7,1,205,1
446,8,10,1,93,0
447,1,7,0,388,0
448,23,8,1,117,1
449,24,4,2,78,1
450,24,6,1,144,0
451,15,7,0,371,0
452,10,8,1,139,0
453,26,8,3,486,1
454,16,4,0,685,0
455,0,9,1,209,0
456,6,9,3,714,0
457,26,7,1,288,1
458,28,12,3,351,0
459,26,10,0,699,0
460,6,5,1,584,0
461,3,18,0,60,0
462,15,12,3,237,0
463,3,9,0,492,0
464,26,10,3,602,1
465,23,12,0,545,0
466,17,7,0,182,0
467,24,8,0,383,1
468,29,9,2,73,1
469,20,6,0,244,0
470,22,10,1,242,0
471,3,7,1,114,0
472,21,15,1,566,0
473,1,6,0,406,0
474,2,8,1,255,0
475,28,11,1,528,1
476,17,5,1,405,1
477,10,9,1,248,0
478,22,8,2,729,1
479,18,9,0,53,0
480,9,10,2,227,0
481,11,8,0,502,0
482,10,7,0,267,0
483,26,10,0,533,0
484,1,5,0,122,0
485,26,5,2,168,1
486,0,9,0,129,0
487,5,7,0,680,0
488,9,6,0,286,0
489,12,8,1,53,0
490,3,7,1,80,1
491,23,7,1,155,0
492,18,6,1,47,0
493,25,9,1,242,1
494,1,6,0,671,0
495,0,6,0,455,0
496,7,8,0,304,0
497,23,6,0,415,1
498,5,6,0,264,0
499,5,6,1,726,0
500,11,5,3,673,0
501,12,9,1,335,0
502,8,9,0,49,0
503,18,5,1,334,1
504,27,7,0,163,1
505,8,7,0,224,0
506,19,8,0,302,0
507,9,6,0,351,0
508,28,6,1,668,1
509,14,7,1,513,1
510,21,5,0,48,1
511,25,9,1,230,1
512,7,8,0,99,0
513,24,6,1,149,1
514,15,9,1,199,0
515,1,6,0,546,0
516,4,9,1,16,0
517,4,6,0,432,0
518,7,10,1,359,0
519,24,3,0,377,1
520,9,9,0,621,0
521,4,7,1,620,0
522,16,11,0,42,0
523,13,11,0,492,0
524,2,8,2,383,0
525,26,8,0,195,1
526,26,4,0,567,1
527,11,7,0,146,0
528,11,8,1,343,0
529,13,7,2,311,0
530,24,8,2,136,1
531,12,10,0,140,0
532,15,11,0,442,0
533,28,10,0,677,1
534,16,9,2,569,0
535,23,4,2,533,1
536,18,4,0,93,0
537,12,8,2,422,0
538,12,7,0,573,0
539,23,9,2,699,0
540,22,9,0,547,1
541,21,8,2,113,1
542,15,10,0,270,1
543,17,8,1,271,1
544,17,5,0,380,1
545,6,9,0,135,0
546,11,6,0,517,0
547,10,8,1,556,0
548,16,9,0,702,0
549,6,6,0,538,0
550,17,6,0,84,0
551,25,11,1,260,1
552,19,9,1,392,0
553,27,10,0,56,0
554,0,7,0,39,0
555,23,11,2,155,0
556,9,7,0,530,0
557,19,6,1,453,0
558,23,12,0,583,0
559,27,7,2,617,1
560,1,8,0,452,0
561,6,5,1,480,0
562,24,12,1,431,0
563,2,7,1,246,0
564,22,9,0,138,0
565,7,6,0,546,0
566,18,7,1,170,0
567,24,8,0,129,0
568,11,8,0,262,0
569,3,12,1,30,0
570,25,10,1,250,0
571,29,8,0,113,0
572,14,10,1,134,0
573,22,7,1,58,0
574,20,8,1,639,1
575,6,7,0,554,0
576,1,7,0,380,0
577,16,7,0,341,0
578,8,7,0,92,0
579,23,9,1,311,1
580,3,6,0,112,0
581,1,11,0,134,0
582,3,10,1,511,0
583,1,10,3,371,0
584,7,5,1,441,0
585,4,8,0,413,0
586,15,6,0,596,0
587,14,7,0,189,0
588,1,8,0,239,0
589,20,7,0,509,0
590,3,4,1,402,0
591,4,6,2,498,0
592,5,10,0,345,0
593,11,10,0,675,0
594,7,11,3,115,0
595,18,7,0,437,1
596,21,5,1,453,1
597,26,4,0,135,0
598,0,5,2,189,0
599,6,3,1,425,0
600,2,7,0,232,0
601,25,8,0,264,0
602,14,7,0,126,0
603,6,5,1,135,0
604,11,6,1,645,0
605,10,8,1,181,0
606,0,5,1,405,0
607,27,3,0,546,1
608,9,8,0,686,0
609,20,8,0,72,1
610,23,9,1,137,1
611,0,11,1,168,0
612,14,10,2,330,0
613,3,6,0,520,0
614,7,6,1,118,0
615,8,6,0,240,0
616,15,11,1,169,0
617,29,8,1,647,0
618,7,9,1,102,0
619,3,6,0,69,0
620,16,9,0,695,0
621,20,5,0,408,1
622,0,6,1,129,0
623,29,4,0,611,0
624,15,6,0,379,0
625,24,6,1,124,1
626,26,9,1,28,1
627,10,10,3,564,0
628,15,8,1,57,0
629,7,10,0,449,0
630,21,10,2,419,1
631,2,12,0,571,0
632,7,12,1,677,0
633,23,9,2,562,1
634,10,3,0,129,0
635,2,5,1,95,0
636,8,8,0,355,0
637,4,10,0,614,0
638,15,6,2,376,1
639,19,11,1,165,0
640,5,9,0,602,0
641,14,9,0,504,0
642,3,5,1,185,0
643,15,5,1,338,0
644,20,10,0,727,1
645,17,9,0,65,0
646,29,5,0,559,1
647,28,10,1,85,1
648,21,7,0,50,1
649,3,9,1,456,1
650,14,2,1,613,0
651,29,7,1,139,1
652,16,10,1,628,0
653,18,10,0,22,0
654,20,5,0,53,1
655,23,9,1,328,0
656,17,12,1,47,0
657,5,4,0,269,0
658,16,8,1,328,0
659,5,5,1,703,0
660,11,6,0,655,1
661,15,6,0,650,0
662,25,8,2,470,1
663,10,8,1,573,0
664,23,9,0,579,1
665,17,10,0,665,0
666,3,9,0,518,0
667,28,5,1,36,1
668,20,4,1,31,0
669,19,7,1,141,0
670,26,12,1,649,1
671,10,11,0,101,0
672,13,12,1,707,0
673,4,10,1,691,0
674,3,7,1,504,0
675,0,7,0,489,0
676,9,8,0,245,0
677,1,9,0,136,0
678,25,9,1,336,1
679,4,9,0,60,0
680,17,10,0,498,0
681,20,7,0,366,1
682,3,8,1,350,0
683,5,9,0,217,0
684,16,5,0,113,0
685,8,11,2,611,0
686,2,9,0,566,0
687,9,6,0,451,0
688,25,5,0,497,1
689,8,4,1,468,0
690,26,3,2,325,1
691,5,9,0,708,0
692,9,5,0,208,0
693,2,11,0,437,0
694,18,7,0,255,0
695,17,8,0,602,0
696,26,6,1,351,1
697,29,5,2,479,1
698,8,8,1,256,0
699,17,10,0,341,0
700,9,13,0,114,1
701,17,13,0,484,1
702,18,8,0,169,1
703,22,9,0,426,0
704,26,8,0,359,1
705,13,6,2,156,1
706,13,5,0,484,0
707,4,9,1,441,0
708,8,6,1,700,0
709,11,7,0,152,0
710,0,9,0,445,0
711,20,9,1,705,1
712,13,7,1,702,0
713,28,5,0,646,0
714,18,7,2,261,0
715,9,17,0,356,0
716,11,10,1,307,0
717,26,9,0,371,0
718,29,6,0,718,0
719,23,7,0,376,0
720,4,12,0,433,0
721,27,6,0,213,0
722,18,6,2,143,1
723,10,6,0,687,0
724,12,8,0,20,0
725,19,12,1,22,0
726,21,6,0,284,0
727,7,6,0,410,0
728,10,5,0,430,0
729,7,10,0,492,0
730,11,8,0,152,0
731,2,14,0,587,0
732,0,9,0,184,0
733,11,5,0,91,0
734,3,5,1,97,0
735,1,7,0,683,0
736,0,5,1,131,0
737,26,12,1,706,0
738,7,7,1,431,0
739,17,10,1,578,0
740,7,10,0,54,0
741,3,11,2,411,0
742,19,8,0,88,0
743,21,7,0,625,0
744,29,5,2,505,1
745,14,9,1,444,0
746,12,8,2,526,0
747,9,7,2,670,0
748,26,9,0,596,0
749,12,14,0,443,0
750,3,11,0,720,0
751,3,6,1,308,1
752,8,4,0,80,0
753,3,7,0,509,0
754,4,10,1,92,1
755,7,6,0,86,0
756,11,10,0,234,0
757,24,8,1,367,0
758,2,10,1,267,0
759,28,6,1,141,1
760,9,11,1,73,0
761,11,6,3,270,0
762,29,5,0,323,1
763,10,6,0,358,0
764,8,4,0,281,0
765,12,10,0,438,0
766,17,10,2,222,1
767,26,9,0,119,0
768,22,5,0,223,1
769,25,7,1,486,0
770,16,7,0,347,0
771,4,11,0,501,0
772,15,4,2,167,1
773,12,9,2,331,0
774,2,4,1,113,0
775,1,7,0,80,0
776,20,3,0,612,1
777,21,8,1,275,0
778,24,7,0,195,0
779,10,6,0,475,0
780,9,8,1,168,1
781,2,9,1,597,0
782,10,4,0,648,0
783,22,8,0,616,1
784,14,6,0,141,1
785,2,4,0,462,0
786,5,7,0,666,0
787,15,5,1,675,1
788,15,9,1,28,0
789,10,5,2,328,0
790,4,9,1,121,0
791,28,9,1,305,1
792,25,7,2,413,0
793,23,9,1,669,1
794,8,8,1,270,0
795,26,5,1,97,1
796,3,8,0,28,0
797,7,14,0,502,0
798,20,8,0,716,0
799,25,12,0,119,1
800,5,7,0,696,0
801,16,12,0,35,0
802,21,3,1,32,1
803,24,9,2,221,0
804,9,11,0,521,0
805,18,11,1,472,0
806,13,10,1,630,0
807,9,8,1,691,0
808,26,7,0,609,1
809,7,6,0,479,0
810,20,5,1,267,1
811,5,11,1,673,0
812,28,5,1,366,1
813,19,12,1,470,0
814,20,11,1,559,1
815,2,8,1,546,0
816,3,10,0,64,0
817,19,8,1,20,1
818,27,3,0,296,1
819,2,7,0,243,0
820,14,7,0,633,0
821,24,12,0,207,1
822,0,12,0,190,0
823,24,8,1,479,0
824,24,5,1,442,1
825,19,7,0,67,0
826,26,9,0,94,0
827,15,9,2,364,1
828,23,7,1,312,1
829,21,10,4,342,0
830,5,8,0,514,1
831,0,12,0,50,0
832,6,3,0,699,0
833,7,10,1,517,0
834,29,7,1,440,1
835,5,12,0,649,0
836,3,8,0,17,0
837,29,10,1,472,1
838,8,13,2,88,0
839,19,10,2,250,1
840,26,10,0,389,0
841,28,12,0,698,1
842,13,17,0,270,0
843,1,9,0,693,0
844,29,7,0,476,1
845,1,4,0,396,0
846,21,5,1,135,1
847,3,6,1,397,0
848,26,14,0,219,0
849,9,10,0,151,1
850,24,13,0,440,0
851,19,7,0,623,0
852,8,5,0,80,0
853,26,8,1,84,1
854,6,6,0,189,0
855,5,7,0,130,1
856,21,4,0,685,0
857,28,6,1,668,0
858,21,9,1,239,0
859,14,8,1,64,0
860,15,3,1,609,1
861,28,8,0,255,1
862,18,7,0,137,1
863,8,5,1,565,0
864,5,4,0,305,0
865,18,11,0,499,0
866,24,4,2,315,1
867,20,4,0,707,1
868,11,7,1,697,0
869,23,11,0,583,0
870,18,6,0,526,0
871,19,12,1,546,1
872,8,7,2,79,0
873,28,3,0,371,1
874,19,12,1,278,0
875,2,7,1,723,0
876,6,14,1,158,0
877,8,10,0,710,0
878,12,9,0,714,0
879,3,6,2,675,0
880,2,9,0,383,0
881,9,7,2,672,0
882,7,7,0,455,0
883,20,11,1,517,0
884,6,8,0,200,0
885,0,6,0,364,0
886,8,11,1,679,0
887,3,9,1,684,0
888,2,8,0,362,0
889,28,8,0,406,1
890,20,8,0,428,0
891,20,18,1,307,0
892,6,8,0,717,0
893,25,7,0,56,0
894,8,4,2,562,0
895,22,9,0,352,0
896,27,10,2,714,0
897,22,10,0,228,1
898,29,7,0,725,0
899,5,10,0,78,0
900,11,11,2,646,0
901,5,12,0,491,0
902,12,4,0,215,0
903,11,10,1,495,0
904,25,7,1,274,1
905,4,8,0,33,0
906,18,7,1,96,0
907,27,7,2,423,0
908,24,11,0,130,0
909,24,9,0,97,0
910,9,9,0,162,0
911,4,8,0,45,0
912,1,6,0,84,0
913,12,11,1,107,0
914,6,8,1,76,0
915,2,12,2,285,0
916,1,9,0,143,0
917,27,7,1,383,1
918,25,5,0,29,1
919,7,10,1,717,0
920,15,10,0,16,0
921,0,3,1,530,0
922,14,13,0,123,0
923,5,5,2,633,0
924,10,6,0,77,0
925,18,11,0,68,0
926,8,8,0,434,1
927,1,3,1,270,0
928,5,9,0,156,0
929,25,9,0,556,1
930,8,8,1,698,0
931,27,4,2,209,0
932,0,5,0,316,0
933,20,5,0,41,1
934,15,10,0,293,0
935,0,7,1,267,0
936,10,5,0,556,0
937,2,5,0,472,0
938,15,7,0,501,0
939,11,6,0,625,0
940,21,7,0,88,1
941,17,10,0,77,0
942,13,7,0,35,1
943,29,9,1,436,1
944,9,6,1,661,1
945,13,8,0,161,0
946,8,10,1,115,0
947,18,9,3,195,0
948,5,7,0,70,0
949,22,8,1,51,1
950,1,7,0,629,0
951,3,9,1,398,0
952,19,5,2,728,0
953,9,5,1,364,0
954,19,4,1,265,1
955,29,7,0,284,1
956,18,9,0,118,0
957,6,10,0,449,0
958,23,11,0,192,0
959,29,10,0,228,0
960,15,5,1,216,0
961,25,12,0,497,0
962,22,8,1,601,0
963,25,6,0,250,1
964,27,5,0,578,1
965,9,7,1,579,0
966,2,8,4,385,0
967,21,8,1,89,1
968,9,4,0,536,0
969,20,8,0,554,0
970,5,10,1,662,0
971,8,10,0,661,0
972,16,7,1,593,1
973,24,10,0,498,0
974,7,13,1,277,0
975,26,11,0,674,0
976,3,5,0,390,0
977,23,11,3,138,1
978,22,8,0,635,0
979,14,6,0,157,1
980,14,6,1,643,0
981,15,11,2,716,0
982,3,11,0,266,0
983,28,10,1,548,1
984,15,8,1,262,0
985,13,9,1,366,0
986,28,10,0,74,0
987,21,6,1,32,1
988,7,6,0,298,0
989,13,4,0,703,0
990,18,6,0,169,0
991,12,7,0,524,0
992,11,11,0,468,0
993,0,7,1,536,0
994,9,6,0,181,0
995,17,11,4,305,0
996,25,7,1,558,0
997,14,12,0,171,0
998,10,5,2,246,1
999,16,10,0,303,1
1000,24,8,1,25,1
1001,27,8,0,427,1
1002,25,8,2,151,0
1003,24,12,1,204,1
1004,14,8,1,193,0
1005,14,5,0,111,1
1006,24,8,0,27,1
1007,14,9,2,389,0
1008,10,8,0,593,0
1009,21,10,2,172,1
1010,16,10,1,352,1
1011,22,5,1,306,1
1012,7,9,0,135,1
1013,24,6,0,151,0
1014,9,6,0,242,0
1015,26,6,0,96,0
1016,9,5,0,437,0
1017,5,8,1,182,0
1018,24,9,1,702,1
1019,3,9,0,401,0
1020,2,8,0,373,0
1021,24,6,1,505,1
1022,8,9,2,623,0
1023,9,12,0,625,0
1024,25,4,3,587,1
1025,6,8,0,51,0
1026,11,5,0,339,0
1027,5,6,1,481,0
1028,15,8,1,82,1
1029,4,6,2,459,0
1030,13,8,0,250,0
1031,15,9,1,381,1
1032,11,9,0,37,0
1033,7,6,0,449,0
1034,13,9,0,318,0
1035,28,10,1,32,1
1036,8,9,0,96,0
1037,26,7,0,611,0
1038,8,7,1,619,0
1039,16,6,0,595,0
1040,12,6,1,401,0
1041,18,11,3,603,0
1042,7,12,2,52,1
1043,6,6,2,313,0
1044,14,4,1,241,1
1045,22,8,1,343,0
1046,16,9,1,223,0
1047,6,8,0,72,0
1048,26,9,0,133,1
1049,29,8,0,489,0
1050,21,9,1,336,0
1051,22,7,2,352,1
1052,10,6,1,296,0
1053,21,5,2,360,1
1054,20,11,0,177,0
1055,25,8,1,33,1
1056,26,7,0,138,0
1057,2,8,1,600,0
1058,26,8,0,551,1
1059,27,5,1,249,1
1060,7,8,2,466,0
1061,11,10,0,307,0
1062,6,7,1,403,0
1063,29,6,2,350,1
1064,11,6,0,55,0
1065,18,11,1,600,0
1066,26,10,1,341,1
1067,26,5,0,434,1
1068,21,9,0,543,0
1069,15,10,0,211,1
1070,12,12,1,359,0
1071,28,10,1,421,1
1072,2,10,0,243,0
1073,6,7,0,445,0
1074,9,5,1,334,0
1075,20,12,1,506,0
1076,20,10,0,634,0
1077,26,7,0,469,1
1078,25,5,0,265,1
1079,21,10,0,41,1
1080,18,13,1,633,0
1081,5,3,0,398,0
1082,10,7,0,127,0
1083,10,11,1,671,0
1084,29,4,1,69,1
1085,4,9,1,211,0
1086,22,5,1,500,1
1087,11,9,0,309,0
1088,9,7,0,460,1
1089,16,6,2,385,0
1090,7,5,0,600,0
1091,6,6,0,314,0
1092,5,5,0,188,0
1093,25,3,1,485,1
1094,1,9,1,278,0
1095,23,5,2,538,1
1096,24,8,0,557,0
1097,24,6,0,427,1
1098,0,7,0,670,0
1099,26,7,0,122,0
1100,11,13,0,168,0
1101,3,7,1,301,0
1102,11,8,1,563,0
1103,19,7,0,43,1
1104,2,9,0,416,0
1105,16,9,0,236,0
1106,25,9,0,276,1
1107,27,8,0,218,1
1108,10,7,4,198,0
1109,0,10,0,370,0
1110,4,7,1,467,0
1111,19,4,1,29,0
1112,16,14,1,495,0
1113,17,4,2,320,1
1114,27,6,2,259,1
1115,0,9,0,299,0
1116,0,5,2,132,0
1117,29,11,1,231,0
1118,5,7,0,21,0
1119,20,8,1,117,1
1120,10,12,1,63,0
1121,12,8,1,630,0
1122,14,5,1,427,0
1123,16,6,0,185,0
1124,19,7,0,402,0
1125,0,10,1,92,0
1126,17,7,0,184,0
1127,1,7,1,224,0
1128,13,14,0,450,0
1129,2,11,1,720,0
1130,15,4,0,335,0
1131,6,10,0,555,0
1132,15,5,0,641,1
1133,26,15,1,685,0
1134,19,5,0,191,1
1135,3,5,0,171,0
1136,9,11,0,487,0
1137,22,8,0,306,0
1138,25,9,0,726,0
1139,9,6,0,21,0
1140,6,8,2,394,0
1141,8,8,1,137,0
1142,21,8,0,151,0
1143,2,11,1,241,0
1144,15,4,0,620,1
1145,14,7,1,104,0
1146,18,7,0,587,1
1147,5,7,2,704,0
